District,District_Code,Total_Beneficiaries,Sanctioned_Amount,Request_ID,Request_Date,Year,Requested_Amount,Granted_Amount,Request_Status,District_Population,Scheme_Name,Applicant_Income_Bracket,Application_Channel,Officer_Review_Score,Processing_Time_Days
Jorhat,D008,4330,5325900,REQ00850,2019-06-17,2019,39929,13445,Rejected,2206410,NRLM,Middle,Offline,4.94,56
Tinsukia,D005,2235,1513095,REQ00851,2021-09-03,2021,19467,1382,Rejected,962898,NSAP,BPL,Offline,4.75,26
Goalpara,D013,4772,3478788,REQ00852,2018-03-26,2018,2505,468,Rejected,1031588,PMAY,Middle,Offline,4.89,17
Barpeta,D006,507,461370,REQ00853,2022-10-23,2022,40347,4890,Rejected,913547,PMAY,Low,Offline,4.73,37
Sonitpur,D004,215,265525,REQ00854,2023-11-24,2023,29518,29518,Approved,1141553,NSAP,Low,Online,8.38,46
Cachar,D007,1660,2436880,REQ00855,2020-12-26,2020,19871,19871,Approved,746095,NSAP,Middle,Offline,8.84,28
Cachar,D007,1865,2504695,REQ00856,2021-03-05,2021,48625,6205,Rejected,1913474,NSAP,Middle,Online,4.86,51
Tinsukia,D005,335,266995,REQ00857,2020-12-08,2020,16432,7388,Rejected,2121679,MGNREGA,Middle,Offline,4.34,6
Kamrup,D001,3941,2506476,REQ00858,2021-08-17,2021,46417,46417,Approved,1808496,MGNREGA,Low,CSC,6.94,46
Hailakandi,D014,4992,3803904,REQ00859,2018-10-27,2018,7244,240,Rejected,1184996,PMAY,Middle,Offline,4.9,31
Dhemaji,D012,5000,6130000,REQ00860,2018-07-06,2018,1351,1351,Approved,1797768,PMGSY,Low,CSC,7.27,20
Goalpara,D013,3138,1992630,REQ00861,2018-06-18,2018,39042,39042,Approved,2312866,NRLM,BPL,Online,6.41,32
Bongaigaon,D011,3934,2498090,REQ00862,2019-01-03,2019,21795,8690,Rejected,1292221,NSAP,Middle,Online,2.97,8
Bongaigaon,D011,461,290430,REQ00863,2023-08-07,2023,19415,19415,Approved,1386675,NRLM,Middle,Offline,9.1,58
Golaghat,D009,2260,2325540,REQ00864,2021-07-06,2021,29558,29558,Approved,2260555,NRLM,BPL,CSC,9.59,49
Tinsukia,D005,4652,6387196,REQ00865,2022-12-08,2022,4487,608,Rejected,968150,PMAY,BPL,Online,4.77,3
Karimganj,D016,2231,1488077,REQ00866,2023-03-29,2023,29601,29601,Approved,2051867,NSAP,BPL,Online,5.22,23
Lakhimpur,D018,4074,3943632,REQ00867,2023-07-13,2023,8372,8372,Approved,1666346,MGNREGA,Middle,Online,6.57,6
Cachar,D007,2427,1660068,REQ00868,2019-11-21,2019,34340,34340,Approved,1090854,PMGSY,Low,CSC,6.67,38
Kamrup,D001,4409,5665565,REQ00869,2020-01-10,2020,28290,28290,Approved,595544,MGNREGA,BPL,Offline,7.32,57
Bongaigaon,D011,312,246792,REQ00870,2019-05-15,2019,26832,26832,Approved,1557018,PMGSY,Low,Online,10.0,10
Kamrup,D001,764,741844,REQ00871,2023-05-20,2023,30756,30756,Approved,224349,NRLM,Middle,CSC,5.65,22
Dibrugarh,D002,3811,3170752,REQ00872,2019-06-14,2019,14852,6566,Rejected,432930,NRLM,BPL,Offline,4.4,48
Nagaon,D003,4582,6753868,REQ00873,2022-04-12,2022,7065,1045,Rejected,1873180,MGNREGA,Low,Online,3.24,6
Kamrup,D001,1805,1202130,REQ00874,2022-05-11,2022,27371,10603,Rejected,1452195,MGNREGA,Low,Online,4.54,32
Hailakandi,D014,2640,3762000,REQ00875,2019-06-22,2019,24530,24530,Approved,2350223,PMAY,Middle,Offline,5.93,13
Karimganj,D016,3749,5271094,REQ00876,2022-05-09,2022,32223,32223,Approved,1974486,PMGSY,Low,CSC,9.59,6
Hailakandi,D014,3116,3514848,REQ00877,2020-02-03,2020,29449,6979,Rejected,2353110,PMAY,Middle,Online,4.96,22
Karbi Anglong,D015,1936,2251568,REQ00878,2019-09-28,2019,33461,33461,Approved,1419296,PMGSY,Middle,Online,6.45,30
Hailakandi,D014,748,1068144,REQ00879,2023-05-11,2023,20686,20686,Approved,1460005,MGNREGA,BPL,CSC,5.97,54
Jorhat,D008,4385,4108745,REQ00880,2021-04-25,2021,38259,38259,Approved,389141,PMGSY,BPL,Online,8.38,33
Sonitpur,D004,4283,4004605,REQ00881,2022-08-19,2022,7192,7192,Approved,1690897,PMGSY,Low,Offline,10.0,17
Morigaon,D019,769,989703,REQ00882,2023-08-25,2023,2066,947,Rejected,1848182,MGNREGA,BPL,Online,4.94,3
Nagaon,D003,3509,4902073,REQ00883,2021-05-04,2021,21574,21574,Approved,2087218,NSAP,Middle,CSC,5.02,40
Golaghat,D009,2896,4312144,REQ00884,2020-02-06,2020,14832,14832,Approved,1287657,PMAY,BPL,CSC,8.09,56
Sonitpur,D004,3653,3824691,REQ00885,2018-03-15,2018,1383,1383,Approved,920310,PMAY,Low,Online,7.36,42
Karimganj,D016,3869,4673752,REQ00886,2022-07-18,2022,44104,44104,Approved,2241462,PMGSY,Middle,CSC,9.69,20
Nalbari,D020,3055,3687385,REQ00887,2022-06-06,2022,20834,20834,Approved,258199,MGNREGA,BPL,Online,7.17,13
Sonitpur,D004,230,278760,REQ00888,2020-02-10,2020,2757,2757,Approved,808820,NSAP,BPL,CSC,5.28,42
Jorhat,D008,3669,4997178,REQ00889,2020-02-21,2020,6642,6642,Approved,2188054,NSAP,Low,Online,7.18,28
Kamrup,D001,1054,706180,REQ00890,2019-09-17,2019,49416,49416,Approved,2177569,NSAP,Middle,Offline,8.22,2
Karbi Anglong,D015,4894,3660712,REQ00891,2020-04-04,2020,20322,20322,Approved,1600268,NSAP,Middle,Online,7.64,1
Sonitpur,D004,3637,3364225,REQ00892,2023-07-24,2023,49305,49305,Approved,1419596,PMGSY,Middle,CSC,7.01,3
Karimganj,D016,3374,3363878,REQ00893,2023-10-04,2023,39734,39734,Approved,2246407,PMGSY,Middle,CSC,8.13,15
Dibrugarh,D002,4427,2297613,REQ00894,2022-09-25,2022,38775,38775,Approved,1323439,PMGSY,Low,Online,8.34,58
Hailakandi,D014,3977,2461763,REQ00895,2023-07-20,2023,41809,41809,Approved,2029681,NRLM,Middle,Offline,8.76,2
Barpeta,D006,2459,3056537,REQ00896,2020-02-27,2020,31752,31752,Approved,2329179,NSAP,Low,Online,7.3,15
Morigaon,D019,2878,4152954,REQ00897,2023-04-03,2023,9595,9595,Approved,1711021,NSAP,Low,Offline,5.67,51
Karimganj,D016,1427,1621072,REQ00898,2020-04-28,2020,19511,19511,Approved,2225386,PMAY,Middle,CSC,6.29,9
Barpeta,D006,1734,1144440,REQ00899,2023-07-09,2023,7612,7612,Approved,1184482,NSAP,Low,Offline,8.41,14
Lakhimpur,D018,485,251230,REQ00900,2022-01-09,2022,18092,2598,Rejected,334091,MGNREGA,Low,CSC,4.37,52
Nagaon,D003,2866,2694040,REQ00901,2019-04-12,2019,41472,41472,Approved,1139925,PMAY,BPL,CSC,6.74,32
Golaghat,D009,2887,3761761,REQ00902,2021-12-26,2021,4058,4058,Approved,2361691,NRLM,Middle,Online,5.21,39
Sonitpur,D004,513,742824,REQ00903,2022-11-29,2022,30958,30958,Approved,627265,PMAY,BPL,CSC,6.06,53
Lakhimpur,D018,443,451417,REQ00904,2019-03-08,2019,11947,11947,Approved,1716821,PMAY,Middle,Online,8.56,11
Darrang,D010,3716,4756480,REQ00905,2023-09-04,2023,33662,33662,Approved,1725623,PMAY,Middle,Online,6.38,22
Tinsukia,D005,1107,1514376,REQ00906,2020-04-06,2020,29777,29777,Approved,2186688,PMAY,Low,Online,6.09,22
Darrang,D010,4237,2859975,REQ00907,2018-12-16,2018,18433,6799,Rejected,1229497,NRLM,Low,CSC,3.28,10
Kokrajhar,D017,3554,4641524,REQ00908,2020-07-23,2020,10043,10043,Approved,2124149,NSAP,Low,Offline,7.49,55
Kokrajhar,D017,3063,4490358,REQ00909,2018-05-02,2018,30004,30004,Approved,2369917,PMAY,BPL,CSC,7.29,5
Nagaon,D003,2871,2359962,REQ00910,2022-07-04,2022,11769,11769,Approved,355582,PMAY,Low,Offline,10.0,43
Tinsukia,D005,4806,2686554,REQ00911,2023-10-31,2023,20380,20380,Approved,1476423,NSAP,Low,CSC,5.38,47
Bongaigaon,D011,2919,1482852,REQ00912,2021-02-19,2021,35589,35589,Approved,1894239,MGNREGA,Middle,CSC,6.44,29
Cachar,D007,4559,5192701,REQ00913,2022-12-17,2022,46709,46709,Approved,1464714,NSAP,Low,Online,6.5,6
Dibrugarh,D002,4502,3790684,REQ00914,2022-05-17,2022,48520,48520,Approved,2468238,MGNREGA,Middle,CSC,9.15,19
Cachar,D007,860,879780,REQ00915,2021-07-02,2021,35166,35166,Approved,316984,MGNREGA,Low,Online,5.81,57
Lakhimpur,D018,4953,3784092,REQ00916,2020-09-15,2020,20919,20919,Approved,663226,NSAP,Middle,CSC,6.56,47
Dibrugarh,D002,3155,2413575,REQ00917,2023-09-10,2023,24230,24230,Approved,723238,PMAY,BPL,CSC,7.22,29
Darrang,D010,4789,6005406,REQ00918,2018-01-22,2018,30697,30697,Approved,2436774,MGNREGA,Low,CSC,6.37,55
Nalbari,D020,2015,1728870,REQ00919,2021-05-10,2021,19647,19647,Approved,787082,PMGSY,Middle,CSC,5.11,46
Goalpara,D013,4357,5468035,REQ00920,2020-10-11,2020,7896,7896,Approved,1007635,PMGSY,Low,CSC,6.39,53
Dhemaji,D012,3821,2292600,REQ00921,2019-08-24,2019,47638,47638,Approved,586918,NSAP,Low,Online,8.15,4
Hailakandi,D014,1165,1149855,REQ00922,2020-05-29,2020,30239,6050,Rejected,2376613,PMGSY,BPL,Offline,3.95,50
Goalpara,D013,2260,2481480,REQ00923,2023-08-06,2023,42711,42711,Approved,2253284,NSAP,Low,CSC,6.27,47
Hailakandi,D014,1434,927798,REQ00924,2023-09-03,2023,9331,3749,Rejected,2352455,MGNREGA,Low,CSC,4.6,56
Kokrajhar,D017,1067,1292137,REQ00925,2020-05-20,2020,30847,30847,Approved,857833,PMAY,Low,CSC,8.39,36
Dhemaji,D012,1072,1196352,REQ00926,2022-08-01,2022,8230,3027,Rejected,368955,PMGSY,BPL,Offline,2.95,34
Tinsukia,D005,1064,936320,REQ00927,2021-06-02,2021,25540,4816,Rejected,799237,NSAP,Low,Online,4.88,10
Morigaon,D019,3555,1951695,REQ00928,2021-06-03,2021,19578,19578,Approved,2250149,MGNREGA,BPL,CSC,6.75,1
Sonitpur,D004,4585,3929345,REQ00929,2018-10-04,2018,3928,3928,Approved,1498983,NSAP,Low,CSC,9.13,37
Karbi Anglong,D015,2867,3727100,REQ00930,2022-03-26,2022,32144,32144,Approved,781004,PMGSY,Middle,Online,5.87,33
Karbi Anglong,D015,3785,4477655,REQ00931,2023-01-14,2023,10763,2664,Rejected,1918105,PMAY,Middle,CSC,4.89,25
Jorhat,D008,3339,2828133,REQ00932,2018-07-07,2018,44938,44938,Approved,571321,NRLM,Low,CSC,9.76,56
Barpeta,D006,303,328755,REQ00933,2021-06-19,2021,37768,4056,Rejected,1007096,PMGSY,Middle,Online,3.1,40
Lakhimpur,D018,4825,6151875,REQ00934,2018-08-05,2018,38371,6206,Rejected,278282,NSAP,Middle,CSC,1.6,8
Lakhimpur,D018,1572,2334420,REQ00935,2018-03-19,2018,19019,19019,Approved,2063233,MGNREGA,BPL,CSC,6.88,6
Lakhimpur,D018,2724,2481564,REQ00936,2018-07-04,2018,33209,11139,Rejected,1940369,NSAP,BPL,Online,5.0,2
Kokrajhar,D017,2699,2404809,REQ00937,2020-11-19,2020,6965,406,Rejected,1396851,PMGSY,BPL,Online,3.96,10
Barpeta,D006,2193,2820198,REQ00938,2019-01-03,2019,11107,11107,Approved,909638,NSAP,Low,CSC,7.42,4
Nalbari,D020,2764,1893340,REQ00939,2018-04-22,2018,47746,47746,Approved,614163,NRLM,BPL,Offline,6.49,21
Tinsukia,D005,3481,4922134,REQ00940,2021-08-20,2021,17903,1981,Rejected,1205051,PMAY,Low,Online,4.87,49
Nalbari,D020,4900,3635800,REQ00941,2023-07-13,2023,34333,12617,Rejected,454308,PMAY,Middle,Offline,3.44,21
Karbi Anglong,D015,4631,4241996,REQ00942,2018-09-26,2018,32730,32730,Approved,1180378,NSAP,BPL,CSC,7.74,59
Kamrup,D001,2304,2458368,REQ00943,2019-02-20,2019,17142,17142,Approved,1906016,MGNREGA,Middle,Offline,7.3,29
Nagaon,D003,4199,2972892,REQ00944,2019-08-07,2019,25464,25464,Approved,2454587,MGNREGA,Middle,Online,5.8,28
Lakhimpur,D018,3800,2059600,REQ00945,2018-01-05,2018,31451,31451,Approved,902049,NRLM,Middle,CSC,9.69,1
Dibrugarh,D002,4050,3154950,REQ00946,2020-10-24,2020,45564,11515,Rejected,2340472,MGNREGA,Low,CSC,3.86,19
Dibrugarh,D002,1422,1786032,REQ00947,2023-12-28,2023,37902,9851,Rejected,715802,PMAY,BPL,Offline,2.95,54
Tinsukia,D005,4658,3661188,REQ00948,2022-11-05,2022,14818,4135,Rejected,1637116,NRLM,Middle,CSC,4.62,41
Golaghat,D009,3808,2966432,REQ00949,2020-10-04,2020,44402,44402,Approved,2128538,NRLM,Low,Online,5.91,39
Bongaigaon,D011,230,330050,REQ00950,2019-07-02,2019,43365,43365,Approved,217948,PMGSY,BPL,Offline,6.49,58
Kamrup,D001,1521,1403883,REQ00951,2023-06-26,2023,26741,26741,Approved,525155,PMAY,Middle,CSC,5.52,35
Kamrup,D001,3746,4450248,REQ00952,2019-05-21,2019,24133,24133,Approved,1822151,PMGSY,Low,Offline,6.7,12
Kamrup,D001,1122,1091706,REQ00953,2022-02-26,2022,13647,76,Rejected,282970,MGNREGA,Low,CSC,3.5,49
Golaghat,D009,3031,2109576,REQ00954,2019-01-04,2019,41202,41202,Approved,1127560,NRLM,Middle,CSC,8.89,15
Karimganj,D016,3073,1650201,REQ00955,2021-02-23,2021,33298,33298,Approved,229928,PMGSY,Middle,Online,5.84,13
Goalpara,D013,1008,1401120,REQ00956,2021-02-10,2021,38296,38296,Approved,1012731,NSAP,Middle,Online,8.23,43
Morigaon,D019,4729,3210991,REQ00957,2018-09-25,2018,39545,39545,Approved,1288943,PMAY,BPL,Online,6.69,60
Morigaon,D019,1967,2757734,REQ00958,2023-11-13,2023,48769,48769,Approved,296961,MGNREGA,Low,CSC,6.91,45
Lakhimpur,D018,2171,2598687,REQ00959,2023-02-03,2023,1128,1128,Approved,2014238,PMAY,Low,Offline,7.14,55
Hailakandi,D014,2344,1462656,REQ00960,2023-10-24,2023,31578,31578,Approved,382304,NRLM,Low,CSC,6.9,57
Jorhat,D008,484,379456,REQ00961,2022-09-17,2022,35892,35892,Approved,1843575,NRLM,Low,Online,7.29,13
Bongaigaon,D011,770,1078770,REQ00962,2018-04-14,2018,49329,49329,Approved,1248509,NSAP,BPL,Online,8.66,13
Barpeta,D006,2797,2287946,REQ00963,2018-09-15,2018,42025,42025,Approved,2213125,PMAY,Middle,Online,6.39,28
Kamrup,D001,4954,6519464,REQ00964,2021-10-01,2021,17410,17410,Approved,1199750,PMAY,BPL,Offline,7.42,22
Dibrugarh,D002,2832,2922624,REQ00965,2020-08-27,2020,5778,5778,Approved,601272,PMGSY,Middle,Offline,5.82,41
Karbi Anglong,D015,4842,3035934,REQ00966,2018-12-17,2018,4977,4977,Approved,472748,NSAP,BPL,Offline,8.88,51
Tinsukia,D005,607,874687,REQ00967,2022-12-16,2022,4590,1768,Rejected,434000,PMAY,Low,Online,4.65,36
Dibrugarh,D002,2515,3445550,REQ00968,2022-04-12,2022,27324,27324,Approved,1177742,PMGSY,BPL,Offline,9.6,56
Nalbari,D020,186,179304,REQ00969,2022-04-22,2022,31422,31422,Approved,624790,PMGSY,Low,CSC,5.92,22
Kamrup,D001,3819,3929751,REQ00970,2021-09-06,2021,39522,3539,Rejected,483302,PMAY,BPL,Online,3.14,38
Cachar,D007,4795,3016055,REQ00971,2023-09-16,2023,17795,17795,Approved,2064889,NSAP,Low,Offline,6.26,12
Jorhat,D008,1227,1614732,REQ00972,2018-06-30,2018,4964,1276,Rejected,2352205,PMGSY,BPL,Offline,4.64,42
Dhemaji,D012,2649,2905953,REQ00973,2019-08-20,2019,10660,10660,Approved,1638228,NRLM,Low,CSC,7.68,19
Dhemaji,D012,166,170980,REQ00974,2019-08-16,2019,4756,2077,Rejected,1970252,PMGSY,BPL,Online,4.69,23
Cachar,D007,1741,2010855,REQ00975,2020-04-04,2020,5482,5482,Approved,2195335,MGNREGA,Low,CSC,5.11,45
Karbi Anglong,D015,2812,3858064,REQ00976,2021-10-06,2021,41376,13719,Rejected,639763,NRLM,Low,Online,2.22,30
Dibrugarh,D002,4162,3013288,REQ00977,2018-01-16,2018,42862,42862,Approved,1093967,MGNREGA,BPL,Offline,5.1,16
Karimganj,D016,2815,3732690,REQ00978,2022-03-20,2022,14455,1509,Rejected,241490,PMAY,Low,Offline,1.15,5
Dhemaji,D012,345,368460,REQ00979,2019-04-17,2019,10332,3607,Rejected,1709568,MGNREGA,Low,CSC,2.83,3
Kamrup,D001,1731,1215162,REQ00980,2021-03-09,2021,12412,12412,Approved,931002,NRLM,BPL,CSC,7.52,22
Lakhimpur,D018,2114,1441748,REQ00981,2020-03-13,2020,2408,2408,Approved,288054,NRLM,BPL,Online,7.57,54
Tinsukia,D005,3204,3748680,REQ00982,2019-03-31,2019,23176,23176,Approved,1207261,NRLM,BPL,Offline,6.85,24
Dhemaji,D012,1503,2198889,REQ00983,2023-11-29,2023,41842,2142,Rejected,748592,PMAY,Low,Online,4.07,51
Cachar,D007,1670,1745150,REQ00984,2022-03-30,2022,46505,46505,Approved,2001622,NRLM,Low,CSC,5.9,41
Jorhat,D008,478,612318,REQ00985,2020-02-14,2020,36092,36092,Approved,1236713,MGNREGA,Low,Offline,5.99,4
Golaghat,D009,1135,1556085,REQ00986,2023-09-13,2023,39278,6856,Rejected,472097,PMAY,Low,Offline,3.68,11
Kokrajhar,D017,3279,4161051,REQ00987,2023-09-17,2023,25527,25527,Approved,950774,PMGSY,Low,Offline,9.01,21
Dhemaji,D012,4404,5333244,REQ00988,2023-06-03,2023,47900,47900,Approved,1881689,NSAP,Low,Offline,7.75,41
Morigaon,D019,399,284088,REQ00989,2020-06-18,2020,14303,14303,Approved,1116848,MGNREGA,Low,Offline,5.56,20
Hailakandi,D014,3189,3460065,REQ00990,2019-10-06,2019,25517,25517,Approved,763422,PMGSY,Low,Online,6.05,49
Nagaon,D003,2517,2403735,REQ00991,2023-10-27,2023,24040,24040,Approved,2151412,PMGSY,BPL,Online,6.42,33
Nalbari,D020,2855,2672280,REQ00992,2023-01-22,2023,31641,6700,Rejected,1529680,NRLM,Low,Offline,1.92,18
Goalpara,D013,302,206266,REQ00993,2022-12-15,2022,16321,16321,Approved,545688,PMAY,Low,Offline,5.51,19
Kokrajhar,D017,4300,4553700,REQ00994,2018-11-17,2018,19115,1612,Rejected,1710943,PMAY,BPL,Online,4.64,3
Lakhimpur,D018,1740,1463340,REQ00995,2020-03-16,2020,45243,8192,Rejected,1351187,NRLM,Low,CSC,4.0,13
Nalbari,D020,1229,1689875,REQ00996,2020-12-05,2020,1559,1559,Approved,1893706,NRLM,Low,Offline,5.44,26
Morigaon,D019,197,193651,REQ00997,2023-10-01,2023,10783,10783,Approved,1080279,MGNREGA,Low,Online,9.6,31
Jorhat,D008,4325,4761825,REQ00998,2023-04-04,2023,48350,48350,Approved,1513131,NRLM,Low,Online,7.28,55
Cachar,D007,3612,4652256,REQ00999,2022-09-07,2022,14735,3686,Rejected,1771606,PMGSY,Low,Online,4.86,9
Morigaon,D019,1151,934612,REQ01000,2018-02-09,2018,33754,33754,Approved,1145776,NRLM,Middle,Offline,7.15,27
Hailakandi,D014,3404,4360524,REQ01001,2021-05-12,2021,22369,22369,Approved,335094,PMAY,Middle,CSC,8.8,60
Tinsukia,D005,1359,2038500,REQ01002,2021-09-14,2021,38236,38236,Approved,1839494,PMGSY,Middle,CSC,7.85,25
Cachar,D007,3300,1864500,REQ01003,2023-12-30,2023,26325,26325,Approved,1579260,NSAP,BPL,Online,6.12,37
Karbi Anglong,D015,2595,1544025,REQ01004,2019-12-04,2019,7836,2264,Rejected,2249392,MGNREGA,Middle,Online,4.71,2
Barpeta,D006,1730,987830,REQ01005,2022-04-30,2022,19600,19600,Approved,2399474,MGNREGA,BPL,Offline,7.4,5
Karbi Anglong,D015,570,499890,REQ01006,2023-10-25,2023,1723,1723,Approved,1840414,NRLM,BPL,Offline,6.79,11
Sonitpur,D004,1157,1213693,REQ01007,2022-09-10,2022,32342,32342,Approved,1066038,PMAY,Middle,Offline,7.79,9
Cachar,D007,2637,2484054,REQ01008,2023-04-29,2023,11405,11405,Approved,1051329,PMGSY,Middle,Offline,7.27,33
Karbi Anglong,D015,2356,1663336,REQ01009,2018-01-31,2018,10351,10351,Approved,1235322,PMAY,Low,Offline,8.1,34
Bongaigaon,D011,4763,6668200,REQ01010,2023-07-04,2023,31159,9439,Rejected,582112,PMAY,Low,CSC,4.93,19
Karbi Anglong,D015,2940,3577980,REQ01011,2021-05-03,2021,26630,26630,Approved,1244947,MGNREGA,Middle,Offline,8.63,12
Nalbari,D020,3639,3522552,REQ01012,2022-04-25,2022,44193,44193,Approved,1850673,PMGSY,BPL,Online,6.4,45
Dibrugarh,D002,2063,2900578,REQ01013,2019-10-09,2019,18942,18942,Approved,479944,PMGSY,Middle,Offline,10.0,45
Cachar,D007,4142,3814782,REQ01014,2019-05-12,2019,25165,12376,Rejected,1567398,PMAY,BPL,CSC,4.62,27
Karbi Anglong,D015,1450,1099100,REQ01015,2020-04-29,2020,34165,34165,Approved,507004,NSAP,BPL,Online,9.47,41
Karbi Anglong,D015,3222,2741922,REQ01016,2022-06-24,2022,13740,13740,Approved,1251116,PMAY,Low,Online,6.4,8
Tinsukia,D005,2779,3295894,REQ01017,2023-03-17,2023,32769,2235,Rejected,1216253,PMAY,Low,CSC,4.7,46
Karbi Anglong,D015,1248,1225536,REQ01018,2021-02-17,2021,11575,11575,Approved,621590,PMAY,BPL,CSC,5.03,12
Darrang,D010,1117,1169499,REQ01019,2022-05-20,2022,12039,12039,Approved,1346103,PMAY,BPL,CSC,5.36,10
Karbi Anglong,D015,3033,2068506,REQ01020,2020-06-06,2020,47819,47819,Approved,2054126,PMGSY,BPL,Online,6.85,45
Dibrugarh,D002,4383,5066748,REQ01021,2019-02-26,2019,26599,26599,Approved,419845,NRLM,Middle,Offline,7.05,39
Kamrup,D001,498,642420,REQ01022,2022-03-26,2022,14221,3069,Rejected,583302,MGNREGA,BPL,Online,4.85,2
Hailakandi,D014,328,168592,REQ01023,2021-10-12,2021,13592,13592,Approved,605183,PMAY,Middle,Online,5.95,52
Barpeta,D006,1468,800060,REQ01024,2022-08-30,2022,34587,34587,Approved,995019,NRLM,BPL,Offline,10.0,40
Cachar,D007,4537,4101448,REQ01025,2022-10-19,2022,8917,8917,Approved,1695589,MGNREGA,BPL,Online,9.46,21
Barpeta,D006,222,202242,REQ01026,2021-07-19,2021,1785,1785,Approved,1123150,MGNREGA,Low,Offline,6.87,5
Golaghat,D009,3122,1698368,REQ01027,2018-10-03,2018,15323,15323,Approved,2295373,NRLM,Low,CSC,6.08,7
Lakhimpur,D018,4762,3214350,REQ01028,2020-10-28,2020,7209,7209,Approved,1829761,NRLM,Middle,CSC,6.24,44
Tinsukia,D005,2820,1914780,REQ01029,2021-07-26,2021,44671,44671,Approved,274024,PMAY,Low,Offline,7.23,39
Morigaon,D019,3777,3365307,REQ01030,2023-09-25,2023,42981,7616,Rejected,255749,PMGSY,Middle,CSC,3.95,15
Kamrup,D001,1116,910656,REQ01031,2020-08-26,2020,49359,49359,Approved,532984,MGNREGA,Low,CSC,5.49,4
Tinsukia,D005,3168,3199680,REQ01032,2021-04-29,2021,14239,3078,Rejected,358992,MGNREGA,BPL,CSC,2.66,16
Nalbari,D020,3735,4691160,REQ01033,2021-09-08,2021,9799,9799,Approved,366125,NRLM,Low,CSC,6.8,34
Hailakandi,D014,2463,3123084,REQ01034,2018-04-08,2018,16008,16008,Approved,1216065,NRLM,Middle,Offline,7.29,14
Lakhimpur,D018,542,773976,REQ01035,2020-10-14,2020,46046,46046,Approved,1800067,MGNREGA,Middle,CSC,5.03,34
Bongaigaon,D011,1603,1526056,REQ01036,2018-01-25,2018,5234,5234,Approved,418552,PMAY,Low,Online,9.15,41
Tinsukia,D005,1772,1112816,REQ01037,2019-01-11,2019,12382,4496,Rejected,2328292,MGNREGA,Middle,Online,3.55,6
Hailakandi,D014,3926,3211468,REQ01038,2019-11-04,2019,48295,8025,Rejected,1244253,NSAP,BPL,Online,3.07,20
Darrang,D010,4822,4624298,REQ01039,2020-04-04,2020,18816,18816,Approved,1870358,PMAY,Low,Offline,6.45,25
Barpeta,D006,3956,3762156,REQ01040,2022-09-28,2022,34114,34114,Approved,2221657,NSAP,Middle,Online,8.09,2
Goalpara,D013,3601,4947774,REQ01041,2018-12-07,2018,20675,20675,Approved,936936,PMGSY,Middle,Online,9.37,17
Goalpara,D013,3898,3169074,REQ01042,2023-02-01,2023,19561,19561,Approved,2216807,PMGSY,Low,CSC,5.08,5
Bongaigaon,D011,1219,1501808,REQ01043,2023-04-07,2023,13826,13826,Approved,253830,MGNREGA,BPL,Online,8.16,56
Kokrajhar,D017,3165,3174495,REQ01044,2022-07-16,2022,28251,28251,Approved,2253326,NRLM,Low,Offline,5.92,20
Morigaon,D019,683,626994,REQ01045,2018-06-09,2018,9157,9157,Approved,1014652,PMGSY,Low,Online,5.65,49
Hailakandi,D014,2191,2824199,REQ01046,2021-11-28,2021,34397,34397,Approved,1744261,NSAP,Middle,CSC,7.77,45
Dibrugarh,D002,3256,4714688,REQ01047,2022-10-03,2022,49212,49212,Approved,344735,MGNREGA,BPL,Offline,7.3,59
Dhemaji,D012,331,401834,REQ01048,2019-08-29,2019,18126,7462,Rejected,1237732,MGNREGA,Middle,Offline,2.85,39
Morigaon,D019,1422,728064,REQ01049,2019-04-24,2019,7049,7049,Approved,537005,NSAP,Middle,Offline,8.95,34
Cachar,D007,3564,2384316,REQ01050,2022-10-15,2022,17572,17572,Approved,2436408,NRLM,Middle,CSC,8.76,43
Goalpara,D013,4901,3994315,REQ01051,2022-08-13,2022,48687,3580,Rejected,798583,PMGSY,BPL,Offline,4.75,18
Cachar,D007,3360,4082400,REQ01052,2021-06-15,2021,1420,1420,Approved,606305,NSAP,BPL,Online,6.79,5
Hailakandi,D014,4400,4074400,REQ01053,2021-03-27,2021,49040,49040,Approved,1771401,MGNREGA,Low,Online,6.99,12
Tinsukia,D005,1722,1718556,REQ01054,2020-01-16,2020,33939,33939,Approved,1091597,NSAP,BPL,CSC,6.52,12
Cachar,D007,583,738661,REQ01055,2020-01-19,2020,13575,3348,Rejected,657998,NSAP,Low,CSC,4.9,56
Barpeta,D006,753,602400,REQ01056,2018-12-18,2018,25754,4534,Rejected,324430,PMAY,BPL,Offline,4.66,38
Jorhat,D008,4014,3997944,REQ01057,2019-02-17,2019,1623,1623,Approved,375570,NRLM,BPL,Online,5.95,7
Cachar,D007,4378,5735180,REQ01058,2018-01-30,2018,25619,25619,Approved,2238122,PMGSY,Middle,Offline,8.35,31
Bongaigaon,D011,3618,3053592,REQ01059,2022-02-27,2022,45686,45686,Approved,1715027,NRLM,Low,Online,7.09,43
Goalpara,D013,3200,3600000,REQ01060,2018-08-23,2018,24332,24332,Approved,2116458,PMAY,Low,Online,5.26,56
Goalpara,D013,1237,650662,REQ01061,2019-05-19,2019,35775,35775,Approved,2095481,MGNREGA,Low,Offline,7.54,40
Karimganj,D016,4318,3985514,REQ01062,2020-02-09,2020,1205,329,Rejected,1710811,PMAY,Middle,CSC,1.0,56
